Avg. Area Income,Avg. Area House Age,Avg. Area Number of Rooms,Avg. Area Number of Bedrooms,Area Population,Price
44426.26298,6.205941992,8.312282105,3.06,55838.91309,1344406.93
76936.14094,5.954803266,6.185129254,4.21,23283.11482,962069.002
69609.5937,6.993306799,7.017552721,5.27,32735.67093,1483685.904
77527.54117,6.461995709,5.865716152,4,41812.80155,1322914.051
57060.09627,4.5139821,7.189525628,3.02,36853.69458,767214.7961
41533.01296,6.853578269,5.055628639,4.24,31685.40269,682200.3006
53793.28059,4.567450436,5.193259488,3.32,37683.74582,628870.3456
69330.74122,7.31890726,6.252757358,2,30097.83559,1280669.873
78404.3633,7.066791632,6.858624507,3.03,49398.25748,1935172.995
64193.8685,8.063975517,6.79701992,3.27,42961.5096,1545864.166
89026.80942,6.4605773,7.811778751,5.4,38039.55057,1978629.875
59007.67323,5.880081118,7.220505049,6.49,33631.22917,1209797.58
74569.85807,3.744902467,5.370162144,2.06,39183.9578,1004124.909
76824.55957,6.16784018,6.699457258,4.23,43904.62922,1542970.948
66330.60572,6.966125283,6.724826745,3.41,38240.97788,1469767.647
55980.20481,7.014509861,5.458789378,2.11,43968.68705,1120943.339
75437.52345,5.017667006,4.683749947,2.1,31432.72954,877566.822
64861.91338,6.402507331,8.079372683,5.31,25032.13652,1240503.524
62857.07813,5.060886422,5.861576421,4.17,48339.9406,915992.5578
83307.29546,6.32055703,6.446436813,4.34,37963.34189,1584317.753
78032.88185,3.784839441,7.619011456,4.24,35334.63367,1159749.09
77595.0746,6.49247322,6.870963691,2.38,23825.97062,1185616.34
59084.7252,7.086564276,6.144058873,2.11,42955.90836,1073254.144
49211.35973,6.376043795,6.13548984,2.04,21182.08128,449728.101
75263.11564,3.607404727,7.96045754,5.36,30888.75048,1185160.861
46367.20586,5.290720476,5.181613804,4.5,26015.29645,268050.8147
58097.84182,6.386347996,6.144038119,3.04,19903.00008,619087.6936
63427.81053,5.164251654,8.730904572,6,31689.93323,1307173.872
66342.48968,5.857266082,6.94910892,3.06,11792.81516,901881.7427
95450.29309,6.595060685,6.850361008,3.33,39388.51552,2014851.344
78827.00526,5.864956336,6.465128863,4.41,32865.02798,1276471.581
67003.62956,6.505040047,7.406529543,3.02,28464.33389,1214986.886
69289.18068,4.931634488,6.364756684,4.44,40695.79786,1022408.901
62117.45462,7.314992002,6.396100737,3.13,26295.43966,1197929.743
54204.81112,4.9464429,5.05618974,3.39,39735.06871,333160.9943
62406.53099,4.899213193,7.254178536,6.12,30541.09938,1029855.714
73458.72659,6.462708246,4.958376817,2.4,31514.42432,1056562.595
61905.95943,5.685730962,7.483381611,6.15,36380.57033,962581.6883
81099.57815,6.433839889,7.13508385,4.33,29780.17308,1626941.788
48963.29615,5.440333831,8.454207452,5.26,35431.25154,882666.5815
57169.41546,5.959288964,6.373969072,4.36,47966.91683,1176655.085
57852.03331,5.69022441,7.287616224,6.18,42688.46134,1197069.264
66701.76617,4.775907553,7.921577391,4.36,37752.91522,1063630.928
58829.37333,6.846644529,6.462523336,3.2,31236.58232,956435.2633
75897.98884,5.316933287,6.768229399,3.33,34162.67061,1204372.295
59375.18699,4.610727816,7.56795346,4.41,20794.8215,555504.1478
74286.58229,7.101270018,6.336485313,2.44,33439.44416,1604207.684
65243.82232,4.948259701,7.987512616,6.38,26710.17833,1040652.839
94241.82332,7.701205702,8.07153507,6.29,39139.57297,2180065.598
72474.89346,6.702517795,7.31081825,3.16,33307.05501,1304511.899
65342.80948,5.91817109,7.318888695,6.14,44057.83564,1262232.321
77254.95871,6.842596033,6.697002821,3.33,28162.09708,1419158.959
54407.07785,6.402339097,7.423947631,3.3,36707.94163,1139959.933
76547.9567,6.50322147,6.974804487,3.08,40564.64489,1554634.995
72922.51128,3.455060765,5.785358397,4.13,23533.52148,665266.9766
69607.13367,7.077680826,7.833081192,3.35,34609.04022,1514349.692
58308.66826,7.097220192,6.701059552,3.29,37999.88351,1364832.003
68467.21725,3.743747008,8.561796629,4.38,46594.48736,1036338.239
65069.90172,6.169046083,5.729563124,3.45,36778.29264,1091143.399
59110.58118,6.399625014,7.487245851,5.27,37977.75751,1262104.926
77151.91217,7.70004014,8.177380329,4.12,27117.79843,1799827.22
69091.41138,7.07853903,7.051638798,5.42,32707.83443,1339303.657
70193.33979,5.202471496,7.679174992,6.29,48417.34806,1383395.287
60762.46566,4.76898851,8.298090336,3.05,46303.3646,1069238.5
69313.96972,4.645259484,6.734006879,3.29,30418.68189,946821.3369
78095.35263,6.837193059,7.119862076,3,32346.43499,1538922.903
61853.86388,7.216355831,7.672624694,3.5,23811.23365,1230391.468
69423.9286,5.836866405,6.703754321,2.3,36409.13231,1154126.216
73145.48576,5.699428201,5.63625957,2,31750.26767,1072874.61
60625.05748,5.473312141,6.614453128,3.29,33411.74223,852504.5856
62614.42062,5.499309697,7.440505218,6.32,26888.57956,1153871.47
64552.6451,5.980521388,7.790399376,3.05,48667.34978,1535781.394
55331.28845,4.028327591,8.035729756,6.2,53055.85372,1042243.731
60846.61849,4.072354843,7.666556488,3.16,28172.06528,627733.7434
57855.69136,5.184382513,6.568365928,4.06,40581.75932,938420.7846
80393.3395,8.899713347,5.652974236,4.04,39547.93249,1910585.052
74867.50582,5.568082321,8.426960904,4.42,33768.51285,1305934.325
101928.8581,4.82958619,9.039381544,4.08,22804.99194,1938866.49
64050.3508,5.17624248,6.543412681,3.15,29083.72171,755678.3301
85281.68718,6.860059982,6.807331848,2.47,22887.72189,1381536.934
69320.32912,4.312327918,5.90492797,3.39,32668.93492,902350.4197
71267.70625,5.579520822,8.105228297,4.4,36795.39817,1308231.769
78379.41224,5.985697151,5.681833507,3.2,31357.38821,1159841.831
84774.45122,7.019666733,5.450658517,2.27,32383.55544,1414286.724
94459.69622,6.16273404,8.69591527,3.05,33515.82879,2081869.284
61865.42322,5.890156539,6.220692269,2,41492.18017,992585.3823
75046.8482,4.983084629,8.877240042,3,32468.03115,1287325.382
46135.24786,5.656343486,7.303474997,3.47,39232.22491,615144.8986
69284.90957,5.486130126,6.980574624,3.13,37680.55591,1259163.065
74216.12905,6.038763092,7.004803041,3.28,45068.59934,1365036.084
56161.34612,6.4259128,7.065434331,5.37,46485.05118,1140187.681
62124.47544,5.030342162,6.724091038,4.01,20478.63044,700903.5639
62085.2764,5.739410844,7.091808104,5.49,44922.1067,1030591.429
79261.14911,5.146489985,7.510371291,6.45,36128.9901,1508198.672
83137.39364,5.395238142,5.790228359,2.46,30482.56459,1079745.119
44566.93958,6.316474482,7.626221606,5.36,26564.19288,775325.9163
52399.74779,5.17708872,8.696622255,5.04,18116.61818,827268.2274
57838.74463,2.797619027,7.932947104,3.45,37771.43326,589969.6429
71499.80665,5.533015546,6.767607218,3.11,27417.11183,1035976.953
56734.35076,6.159101413,8.280403871,4.3,27982.27171,1063206.378
57979.00053,7.396015928,6.563302338,4.02,35553.5187,1180325.499
71371.43363,5.969905376,5.298417823,3.38,52265.60116,1418595.727
76850.37944,5.235428788,6.376401251,4.04,36333.48147,1315666.874
51026.01921,4.868855426,7.204504545,4.06,23853.4987,426100.4805
76911.51552,6.430938404,5.939219179,3.35,27891.00073,1128842.209
64826.86535,5.592402265,7.154986126,3.29,36342.71476,1227167.408
86818.06876,5.999791526,6.240497295,3.11,41440.43383,1670183.168
65866.45257,3.816094456,6.643552,3.13,19069.96559,407718.9382
58282.10008,6.421544513,5.520686905,3.05,49585.56494,1133910.648
72919.12901,5.386386504,7.276382135,4.49,26625.13907,1064371.764
62052.19499,4.139620469,6.484684915,4.17,41722.6619,875799.2473
63876.05991,7.080219326,7.187432975,3.37,38052.87644,1388530.157
68906.60852,6.898359644,6.699752339,2.32,20741.41331,1206931.65
73869.53552,6.396437855,7.506733034,5.46,25694.24731,1513846.595
82391.51875,7.107875819,7.696545879,3.02,33232.34234,1957891.588
80949.35558,5.51204449,7.15536834,4.21,40034.41955,1606602.684
76443.23184,6.004825721,5.600872972,3.29,40128.8535,1272719.632
59938.7511,6.506753669,4.990364539,2.33,44065.14943,1021126.683
69370.93005,5.140142495,4.658690271,3.42,33732.46287,733299.7945
55698.4648,5.185346416,7.356114505,3.1,42235.06382,762402.1788
70329.40988,5.988783205,8.343125221,4.36,48077.26496,1712282.259
49783.91944,6.425341426,5.895589431,3.33,38680.45405,757943.2228
63429.27469,6.362565275,8.441119043,3.31,37998.99693,1435423.708
69059.56222,5.886479916,6.912336388,4.39,35742.17833,1356539.507
61013.71988,6.831285142,6.135518448,3.04,34771.65985,1147313.02
65959.78116,6.666783161,6.08764965,3.42,29803.17135,1036685.241
69431.96159,6.404356788,6.936776279,2.43,27408.36553,1262281.486
60145.23086,7.349184292,8.012062753,5.19,25198.78667,1136448.409
70444.46273,4.717135602,7.883996339,3.46,41919.58394,1209964.352
67631.23514,8.301924703,6.491297609,2.32,24624.6478,1395855.656
60075.89061,5.284926497,7.604092129,6.21,30394.88704,950121.5621
76609.91724,3.770547698,6.700456133,3.21,55430.31157,1214689.184
89163.49859,4.692855436,6.010742815,2.27,44016.14744,1659805.184
62840.19047,6.389363529,6.002304868,3.33,35658.69268,1026126.584
68163.11524,7.230201662,7.626444055,6.17,36546.08012,1608726.681
68631.71253,5.152322989,6.732551727,3.05,39635.82874,1115721.687
71816.25361,5.504488306,8.19300677,6.34,26990.29906,1253609.764
69438.70006,6.119530257,7.403375101,4.48,57775.26139,1537335.897
75989.28169,7.803594948,8.126458145,3.49,37299.51548,1843979.304
62637.59377,5.978157617,7.439755516,5.04,32901.55509,1071013.257
58661.5568,6.568708836,6.606602317,4.46,17467.94423,696040.1299
92669.58803,5.302770726,5.419235783,4.11,31467.48119,1397461.553
70276.40492,7.073681923,7.13254045,3.08,26630.48373,1525601.791
74399.84098,6.382452912,7.252665322,6.36,41084.66282,1417819.74
66690.97247,6.801245634,6.677087285,3.32,22619.11464,1109006.287
71922.83517,6.174733572,7.301554794,6.18,21016.05593,1129582.838
68008.61543,4.357088276,7.879544727,5.41,28908.08678,1059870.965
61212.19548,6.408500651,5.538058083,3.5,32045.55987,1103072.439
68377.38138,5.206021932,5.744059838,2.33,33641.56084,901752.6805
75999.69752,6.490186036,7.241035565,4.21,35183.72026,1634781.274
66214.17376,6.271330823,7.102589265,4.16,47831.69197,1322782.76
71639.29691,6.569124436,5.614572016,3.44,28995.09305,945931.1936
70698.78409,6.746762462,6.749401542,4.01,22987.66824,1129975.817
72314.85339,4.940391314,7.692426833,6.45,35998.31948,1094792.003
72994.02315,6.584041415,6.579368087,3.4,40449.96173,1507035.874
56296.49973,6.345097994,8.177879468,3.15,31165.04595,1092130.981
84292.53037,5.80394353,6.769938966,3.21,36446.87144,1365151.394
59940.06513,6.265750503,6.888068683,2.11,27129.80378,1063743.424
68970.36034,5.721436694,6.47161337,2.21,41807.82866,1028650.592
70608.37229,4.438005316,7.281183442,3.36,24387.6079,684049.9193
66959.33983,5.369129034,6.394880318,2.27,36043.02049,1040781.795
72263.21441,5.91722707,5.336456813,4.04,28428.30127,1115935.277
86744.04917,6.011564179,6.035038932,4.38,32474.83452,1578766.05
68057.0658,6.748409478,7.883018684,6.2,52547.82917,1754576.146
90160.69097,3.395758659,5.942341759,2.15,34010.04983,1273988.483
69624.25527,3.854617568,6.893908707,2.04,29292.12943,771310.0004
71114.02235,6.14195796,5.963679594,4.07,37714.17499,1187113.826
61058.96859,4.914396085,5.91711269,4.35,36325.30463,729990.0244
82415.25237,7.050921403,6.456360286,3.08,46297.58121,1837930.801
66860.59191,7.838577317,7.165037719,5.39,36035.5419,1496577.459
86859.20443,5.701271062,7.88847287,3.23,46559.98377,1942640.265
92280.49747,7.258627482,8.222633273,4.31,38004.14521,2237778.026
73411.34235,6.07357197,9.295571016,5.1,28435.15125,1640359.139
66770.22003,5.053486344,6.619484577,4.47,33238.33274,885611.5783
54762.0543,3.802598991,7.554406493,5.47,58460.27986,1080464.852
60297.70333,6.577468443,7.248681841,6.37,33621.46062,1243748.119
61818.62001,6.779487239,6.525679549,2.37,25120.29892,1044999.343
71486.95568,4.924755233,6.888194935,2.2,41479.08232,1101341.194
58110.57429,5.87836948,6.825453188,2.41,49355.97879,1308752.504
48283.3606,5.678625645,7.630982261,3.11,15781.56728,668183.5099
57679.76016,6.019769173,8.475151526,3.03,53494.94556,1545507.565
71162.38124,6.684223313,7.223921451,3.4,39134.55477,1434240.356
49991.73666,6.711817274,8.297225256,4.25,40067.90369,1218509.145
57497.12815,6.674070665,7.524542188,5.17,43204.15762,1051123.833
45914.01122,4.897860862,6.119878765,4.16,26309.23832,300464.0987
66655.96645,6.377277229,6.969330819,4.35,36142.96799,1409318.577
83298.18337,4.695041507,6.06120811,3.33,33657.2392,1267433.909
62972.00399,7.161397225,4.626558167,2,33869.89954,999814.8898
85668.89693,5.332464491,7.667315975,6.49,24272.72411,1218125.212
70421.47649,6.90708297,7.634318731,4.44,43183.92849,1744932.211
70161.33285,6.247430552,5.8214009,4.3,37787.66295,1453597.507
77135.46666,5.165545017,6.98417078,2.44,32779.68791,1086708.661
53825.01308,6.486062242,6.458296196,4.42,27373.15328,957117.6472
58599.6156,5.666214458,7.067574669,3.43,26569.65872,957814.6031
85852.14918,5.625055396,7.343475871,5.45,33200.33784,1668448.098
54226.29131,5.370173558,7.505222178,4.33,35596.82458,814240.2816
67284.47485,5.435725734,6.449025947,3.3,24942.88585,924728.5374
74890.93612,6.961354849,6.999044967,2.3,25333.87085,1307506.565
71062.07957,7.187575282,6.570481347,4.41,30770.84682,1367142.717
64501.22645,6.001641691,7.293476754,5.33,43869.30998,1278991.689
67094.19707,5.346436832,7.374606574,4.18,30022.53717,1202992.884
75376.9516,4.227764832,8.182415082,3.26,25548.51424,1146321.581
64547.64692,6.515965975,4.626053733,3.42,37084.66586,1074296.704
76916.9525,5.736988859,5.623473082,3.2,28213.40919,1054732.6
80535.00342,5.659574664,7.556496736,5.37,25691.68458,1275208.577
60062.69563,4.169137168,7.383502841,3.24,45347.93206,784503.3579
85386.92482,5.728294163,8.0147891,6.21,45248.47795,1922406.383
75024.02332,5.912490078,6.084322475,3.5,35673.18146,1194440.286
100741.2986,5.87072628,6.644853064,4.33,26041.48762,1644923.078
83408.78733,6.224970591,5.605024326,2.09,59346.89131,1770681.132
66614.62913,5.702618665,6.66750525,4.5,16654.26131,1088222.421
61688.68294,6.842834633,8.335806592,6.15,35552.99118,1311473.323
62484.8553,6.496651466,7.322709774,5.13,26882.65179,946943.0362
97881.58728,5.034395311,7.575905116,5.46,37152.79934,1859160.625
81038.1448,5.017846598,6.797869101,2.36,35371.21257,1302814.489
64163.54181,6.866750203,6.933770891,3,39354.78926,1372878.534
77267.65626,3.939501102,8.342808203,6.09,22487.71207,1107031.246
59789.73643,5.490922273,6.398561271,3.08,49200.07957,1174311.556
60104.12113,7.701145053,7.259001316,6.33,31781.92474,1193687.181
67470.51038,4.758460329,6.862994372,2.33,32200.51534,968082.1645
90890.48581,7.510170525,7.595486546,6.21,45519.25627,2252243.34
76611.88932,5.44775581,8.570526058,5.22,33001.91467,1527439.717
64201.50317,5.17468109,5.220126532,3.42,23252.16459,642646.439
81439.20002,5.809960591,7.282240151,5.26,37565.54052,1653381.313
70698.54806,4.808135498,6.191056965,3.26,26598.06445,799191.0381
81011.04402,4.928242479,7.170894351,4.04,31435.47785,1286400.915
60027.56086,5.09845805,6.0318426,3.34,54738.62969,1007224.929
90499.05745,6.384358921,4.242191302,3.04,33970.16499,1240763.766
83648.23274,8.243926679,6.751506743,3.32,21137.02887,1722463.563
67682.72889,5.939367843,6.46801691,4.05,37028.69622,1090805.374
66412.82665,5.433850089,5.564071863,3.27,50996.64476,1105105.053
66989.50469,4.842496119,6.448918788,4.07,6821.950228,490338.6033
62302.06385,4.649203487,7.4843437,3.44,40291.19449,777718.8986
55733.28683,5.827722644,5.755619902,2.04,25676.38955,639366.3656
73340.58109,3.596318811,6.262380423,3.31,36956.97522,1039332.667
53029.35326,4.29185583,6.74487309,2.4,34472.30374,430088.2507
57077.5803,5.775467041,6.952026674,4.27,33393.9166,991892.3175
60316.79073,4.308730208,5.564352875,4.12,33831.89363,695386.331
68636.51426,5.419280898,7.649390259,6.41,43708.88776,1421047.646
82632.04577,5.302244663,5.036428918,3.38,13162.97966,900973.3764
38122.52449,6.336108942,7.762550883,5.12,38067.55218,899609.3001
60960.46354,3.696844062,7.768933628,3.4,28171.98501,584061.2474
48379.76694,7.181631073,7.915813274,6.03,50710.89573,1354973.553
76293.94432,5.287862867,5.873194053,4.04,40712.39777,1174481.066
56788.03128,6.740115935,5.325036955,3.5,36204.71114,922478.9145
81742.85139,5.796217842,7.222545956,6.18,40562.49877,1630434.841
63542.30939,6.221356581,7.365228618,4.11,57318.78664,1445527.137
82810.89479,7.089076786,6.806536055,4.39,39779.64723,1820981.219
51580.09906,6.446352759,5.070184059,4.24,37511.33915,711499.2446
79763.06157,6.082694954,5.891707893,3.36,53615.34994,1441312.168
63221.91504,7.370165244,7.830472122,4.3,44348.42034,1571664.903
49408.19834,5.825920476,5.831738973,3.32,26881.1306,549976.1456
82113.98201,6.744905835,6.596278185,2.43,51561.26314,1883082.276
69384.37075,5.642226206,6.210895018,3.33,46833.35898,1156786.084
56894.40224,5.292655939,6.252545271,3.1,32478.66494,742705.2667
81699.88,5.47980183,6.476007341,4.41,39527.04856,1495012.965
62699.52649,7.431180528,5.73302692,3.39,46419.47037,1252733.097
78539.23932,6.050938097,7.01149284,3.25,43061.19349,1530068.012
71028.1759,3.895831096,6.623775714,2.5,43922.63017,934610.3953
83936.74963,6.689880078,5.584221042,2.15,25569.36831,1225612.763
53935.10993,7.697110375,6.714658826,2.26,53504.45997,1315138.251
82073.85542,6.712376565,5.884169743,4.38,34317.61799,1487729.592
71348.72652,7.844341417,6.766797876,3.45,34405.94764,1460758.626
66293.8844,6.839681373,7.328415491,6.13,48877.50097,1663653.71
71424.40601,5.59893322,8.522538378,3.49,37242.56159,1584213.957
70696.40245,6.515076987,5.87583185,3.33,43313.16512,1409238.798
71601.64106,6.066999487,7.24990524,4.24,34787.46537,1289201.391
60502.90933,7.533380986,5.731824125,4.23,33579.63151,1022781.171
61625.05933,7.048278421,7.458154622,3.1,52850.41342,1797105.103
85441.48887,4.798258666,7.127673979,6.13,46302.40159,1601152.932
77803.18625,6.646958009,7.161329308,5.38,42090.9482,1568181.614
61687.39442,5.50791348,6.995603466,3.34,45279.16397,1210826.773
71902.80788,5.618340136,7.052194979,6.4,42200.26209,1312063.756
80650.40398,5.023471383,7.515135601,6.1,54516.28746,1651684.774
55472.65483,4.822147136,5.855972309,3.2,15353.95643,340605.2113
65197.99542,6.810646579,5.617601976,4.18,28162.44064,923246.8621
73031.28456,5.361973348,7.43211427,3.41,37994.32838,1280199.295
75129.72116,6.287836931,7.447318296,3.37,41620.2893,1475319.699
63615.99425,6.021179413,8.512698471,6.31,44761.71937,1385776.507
71068.99611,4.746896448,9.387912581,6.2,35724.01849,1355556.954
74230.51796,6.471662026,7.364007368,5.09,19108.53486,1483808.337
67637.84067,7.05667295,5.774408721,3.05,43846.53134,1275143.168
73265.99934,4.668163474,5.708119193,4.12,30667.23476,896246.1462
59777.37269,4.681452167,5.709652814,2.43,37836.51782,614700.7371
67079.97604,5.767121991,6.952632517,2.26,33434.09618,1204214.03
66537.59487,5.613664582,6.598793212,3.48,39265.01197,985462.2455
62072.07255,4.431744948,6.992438008,4.33,23853.96781,549947.2482
81741.63202,5.488727065,7.874564489,5.25,29755.50821,1478028.174
67652.62265,4.754541898,8.341478373,5.48,44353.4468,1440738.469
60837.72748,6.864730498,6.86396657,2.47,58168.62144,1543966.426
50666.24697,7.814769565,8.426940033,6.34,36940.8591,1392207.648
74243.74684,6.25881632,7.802437608,4.27,40328.23344,1713351.394
65068.55453,4.710401083,6.455829823,2.31,29647.56431,691941.3966
87758.43321,6.650251813,8.607612195,3.16,47320.68158,2024902.521
79552.39015,5.191222752,6.537351508,3.32,50113.83691,1425366.413
71052.46166,5.093794033,7.142089207,3.45,46731.65749,1379456.031
61600.92573,4.913081801,6.508818009,2.38,37457.80723,764955.4982
70632.60722,7.294085303,7.158449467,4.17,45919.26116,1779858.274
75175.00476,5.806349904,5.614777225,4.13,25943.714,1005431.451
65175.54822,6.578546624,6.711383337,3.45,29829.0628,1180091.498
60390.50286,5.195406378,8.368912846,6.27,37921.72059,1223915.253
87332.29323,5.845099211,6.720339894,3.3,43754.45294,1599851.895
87314.63582,5.070005756,6.684680096,2.18,25224.64592,1143621.36
82337.60108,5.954419415,8.707218388,4.36,41186.11422,1902118.699
65745.73181,5.770958338,7.432339653,6.02,33031.54087,1144137.636
78318.81449,5.500200083,5.845243834,2.05,41569.39645,1393995.962
66274.45554,7.17199641,5.060174794,3.15,30082.069,989903.6448
62016.68605,5.762634689,7.791948979,3.45,35750.28631,1040607.312
79510.05199,6.403359196,5.431043508,3.08,32647.78328,1262552.686
75080.17356,5.96980058,7.215912137,5.35,50408.86017,1636906.288
63665.39442,6.729104618,7.732958945,3.43,44029.68182,1472887.247
74900.48595,6.496899759,8.425506427,3.11,42182.06843,1820439.353
63785.55128,7.196313571,6.357873553,4.5,67353.9652,1747244.863
83846.26704,6.512306616,6.679597943,3.35,30488.57806,1566253.096
61685.75604,5.1243934,5.604803419,3.27,36059.59997,708045.5749
73257.26545,3.647654634,5.692281119,2.2,44882.48792,1049007.017
76397.04314,7.616643686,6.764442872,3.23,45281.18657,1800685.922
55532.02361,7.105812964,7.484351931,4.09,46509.62656,1394840.523
63879.68073,4.877193259,7.117112139,4.39,56266.97406,1224454.547
69248.29959,5.958735587,5.652694477,2.21,35990.10339,1090826.374
69876.35717,4.996375474,7.253765742,6.13,20038.8619,839629.5122
49160.30411,5.078184036,7.992645043,6.13,28382.70669,585440.4314
76870.35628,5.359763922,5.892953879,4.32,25655.86712,1039915.341
68375.01615,6.455804507,6.238272814,2.28,41562.7495,1100152.088
61885.54644,5.405265969,6.91419577,3.22,48726.9513,1352135.967
53494.77377,6.520859829,8.167257906,4.1,41530.50955,1103485.707
48537.08397,6.802426876,6.740965492,3.22,18691.31046,581200.0967
49563.54454,5.221901667,8.217406932,3.12,23819.28222,542596.9895
80285.68125,5.749936131,5.211933976,3.03,48633.82943,1439028.521
73617.16103,4.949914268,7.373787156,5.06,29735.35798,1139360.434
58387.21149,7.03675363,8.597407439,3.37,40569.55387,1638632.151
102881.1209,6.471248671,5.693536281,3.12,21051.53129,1754937.715
61877.54906,5.546028793,6.801887465,3.25,28604.94368,1083745.372
69840.269,5.236222694,8.291286244,4.21,27895.53069,1096543.306
54617.88615,6.234743605,6.782860704,2.18,29613.844,903881.6639
69350.18307,4.822111808,8.463520436,6.13,28747.09441,1096069.287
60569.19993,7.606682442,8.416866964,3.23,16351.20287,1112548.479
61660.27229,6.986938461,6.262991666,3.12,50291.35995,1347904.395
67395.32975,6.801526302,7.810227727,6.1,54687.82183,1670950.313
63007.44681,6.581810116,5.210848294,4.17,27688.047,819027.5987
72079.17994,6.816515651,7.133150736,5.49,20170.09124,1206250.648
52190.96795,6.443855517,6.321704336,2.06,39309.46426,942397.0665
69513.53892,4.122901533,7.641107312,6.08,14054.05343,660364.9813
76186.84722,7.418553423,7.470557508,5.02,30829.90595,1553459.364
51797.30318,4.69282127,7.373720468,4.14,30640.17617,491085.826
63658.4284,6.568437796,6.748590368,2.05,39591.2565,1332669.235
53657.292,5.99290704,6.087748127,2.37,38994.08273,826587.3919
54794.42399,5.625066678,8.00318507,4.21,39385.6836,1000043.903
56088.6394,6.43064836,8.840667908,6.24,44796.58583,1397564.156
79292.80759,6.562633101,8.02971989,4.26,27772.67247,1709441.806
48144.05321,5.440212328,8.419111938,4.48,23465.38298,763874.0645
74944.34679,6.31097907,6.434659153,3.44,31389.29137,1249331.45
79801.75734,6.313971756,5.519717438,2.39,33579.9133,1169547.521
74438.95591,7.700859388,6.466910235,3.5,22954.78452,1349818.25
69304.57095,5.331355553,7.310473469,3.4,29465.99961,1152604.142
79263.55476,5.185726845,6.066880653,3.2,36164.65545,1252691.793
42814.99304,5.247613113,6.0809811,4.02,41426.38977,452530.1767
70604.49033,5.682476727,7.333735475,4.42,26529.69886,1076995.904
84602.59697,7.097245831,7.00842733,6.11,39683.438,1945618.658
71701.8418,5.897954336,7.517091389,6.11,27610.38763,1352018.254
86562.17887,7.188637589,7.360455285,5.19,32621.10485,1702528.794
52723.87656,5.45223743,8.124571089,6.39,14802.08844,479500.5568
72683.52988,6.033750501,6.753219361,3.47,18539.1007,942508.9622
67669.46979,5.854990172,6.280358763,3.09,31751.88809,1111284.161
84090.36174,6.419298756,6.88291844,2.06,25127.54884,1409033.071
82381.54875,4.695568136,8.045728241,4.14,36655.12894,1468513.244
55497.00809,7.082647408,7.043864001,3.16,47167.20406,1370505.883
51949.2957,6.209803037,8.051118256,5.28,35336.06305,1086072.071
70153.87583,7.443973586,6.714850223,4.17,31863.40005,1535564.552
55631.29777,5.349931577,5.768682534,4,30884.45099,693566.7573
68561.66043,6.849179009,7.869893327,4,31796.75881,1421518.602
51654.2801,5.327711512,8.79127232,4.3,28197.61822,834599.9392
75766.12433,6.4057927,8.574790931,5.23,30776.52673,1669558.847
76278.75269,7.11005271,7.340614471,4,49250.7059,1852375.507
69275.04729,6.131326167,6.250447684,2.5,40144.75061,1233205.196
58161.03741,5.601193113,6.256982113,3.41,29453.22687,626020.1695
61269.49231,4.760420942,7.804221689,6.14,41079.48627,999369.7984
70514.42574,4.444530278,7.311785484,5.41,52378.25122,1499153.081
69017.1828,5.777106148,5.783612779,3.11,55830.75284,1446756.863
62377.06447,6.289993194,7.21840033,4.46,39075.95638,1285399.565
68444.72498,5.543497851,6.172883895,2.25,32850.76204,985339.4738
75312.25951,5.364982406,6.667365547,4.09,9487.921585,944001.5583
67561.94206,5.251400747,7.658576339,4.04,35517.54187,1238938.291
56664.40439,6.924423085,6.236005985,2.13,28364.28666,817460.4216
61485.87399,5.871462161,7.851276189,4.4,38179.7804,1184614.087
54841.76459,5.25491668,5.66365786,2.15,31196.47801,585531.2381
55289.10814,5.675773582,7.217068019,5.11,30773.25899,677988.2555
54725.20287,5.571957616,7.222152718,5.15,26993.35724,722115.1243
63911.61637,5.730149637,6.845286755,2.43,15576.44502,841236.1676
81220.07057,6.268010007,6.776983485,2.49,32859.51765,1572990.374
80775.9033,6.148563983,7.744385348,5.29,26601.55793,1635092.433
60537.86806,4.649565371,6.797159355,3.43,31247.58047,851018.9558
67855.24518,5.530044457,8.303546765,5.22,34836.60346,1222576.82
67059.91769,5.952826666,8.368596561,6.46,35294.2836,1390620.168
68738.36521,4.186458038,5.987896444,3.44,47445.35917,1084945.4
76153.3049,5.322412063,7.989237341,6.08,32925.34715,1220133.358
76275.33255,5.185436372,6.972646086,2.22,40354.70525,1464929.162
77540.89419,3.004716836,6.530857667,2.02,21671.51414,555755.6568
73312.88817,7.242393804,7.064878233,4.16,32256.70451,1492095.143
66556.38765,6.321891117,8.369451056,4.21,45325.65586,1780415.438
82264.14522,4.758588072,6.422631236,3.46,37581.05338,1323300.72
83658.66099,6.152829207,6.690874868,4.47,42647.86966,1688642.679
81196.61131,6.865788207,7.181116046,3.01,49574.70781,1882978.9
59979.98691,5.367789514,7.287303779,6.27,33072.60529,980049.3901
68353.72575,5.184548388,7.424003894,5.41,27804.83013,895845.5655
76573.4753,6.078108557,8.861577101,3.37,40002.32739,1810782.413
67883.12867,7.143956543,7.584188396,5.41,34639.41154,1456273.724
67396.96811,7.043434912,7.661429433,3.21,42768.37336,1560805.071
58832.50404,5.819522121,7.559578681,5.13,30200.10651,931787.6179
73309.24009,6.552490761,6.643998357,2.1,39582.92892,1513273.017
74741.00798,4.861800892,6.60679465,2.45,33984.10656,1124424.927
